time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,ofsted_inspection,number_of_2_year_olds,percentage_of_2_year_olds,number_of_3_4_year_olds,percentage_of_3_4_year_olds
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Outstanding,z,z,272,25
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Good,z,z,810,73
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Requires Improvement,z,z,14,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,Inadequate,z,z,8,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,30-hour entitlement,No match,z,z,182,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Total,z,z,1313,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Matched Ofsted judgement,z,z,1198,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Outstanding,z,z,273,23
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Good,z,z,883,74
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Requires Improvement,z,z,15,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,Inadequate,z,z,27,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,30-hour entitlement,No match,z,z,115,9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Total,z,z,3055,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Matched Ofsted judgement,z,z,2743,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Outstanding,z,z,871,32
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Good,z,z,1744,64
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Requires Improvement,z,z,74,3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,Inadequate,z,z,54,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",30-hour entitlement,No match,z,z,312,10
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Total,z,z,3362,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Matched Ofsted judgement,z,z,3080,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Outstanding,z,z,1081,35
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Good,z,z,1937,63
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Requires Improvement,z,z,57,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,Inadequate,z,z,5,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,30-hour entitlement,No match,z,z,282,8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Total,z,z,4674,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Matched Ofsted judgement,z,z,4068,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Outstanding,z,z,1027,25
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Good,z,z,2902,71
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Requires Improvement,z,z,121,3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,Inadequate,z,z,18,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,30-hour entitlement,No match,z,z,606,13
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Total,z,z,2384,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Matched Ofsted judgement,z,z,2156,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Outstanding,z,z,515,24
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Good,z,z,1577,73
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Requires Improvement,z,z,41,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,Inadequate,z,z,23,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,30-hour entitlement,No match,z,z,228,10
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Total,z,z,3987,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Matched Ofsted judgement,z,z,3446,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Outstanding,z,z,808,23
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Good,z,z,2453,71
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Requires Improvement,z,z,161,5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,Inadequate,z,z,24,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,30-hour entitlement,No match,z,z,541,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Total,z,z,10,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Matched Ofsted judgement,z,z,9,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Outstanding,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Good,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Requires Improvement,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,Inadequate,z,z,9,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,30-hour entitlement,No match,z,z,1,10
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Total,z,z,1491,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Matched Ofsted judgement,z,z,1327,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Outstanding,z,z,592,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Good,z,z,715,54
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Requires Improvement,z,z,12,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,Inadequate,z,z,8,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,30-hour entitlement,No match,z,z,164,11
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Total,z,z,1695,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Matched Ofsted judgement,z,z,1547,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Outstanding,z,z,327,21
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Good,z,z,1134,73
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Requires Improvement,z,z,86,6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,30-hour entitlement,No match,z,z,148,9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Total,z,z,1105,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Matched Ofsted judgement,z,z,975,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Outstanding,z,z,390,40
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Good,z,z,579,59
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Requires Improvement,z,z,6,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,30-hour entitlement,No match,z,z,130,12
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Total,z,z,3577,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Matched Ofsted judgement,z,z,3234,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Outstanding,z,z,762,24
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Good,z,z,2308,71
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Requires Improvement,z,z,103,3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,Inadequate,z,z,61,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,30-hour entitlement,No match,z,z,343,10
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Total,z,z,2272,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Matched Ofsted judgement,z,z,2113,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Outstanding,z,z,513,24
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Good,z,z,1536,73
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Requires Improvement,z,z,42,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,Inadequate,z,z,22,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,30-hour entitlement,No match,z,z,159,7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Total,z,z,1453,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Matched Ofsted judgement,z,z,1343,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Outstanding,z,z,224,17
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Good,z,z,1102,82
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Requires Improvement,z,z,13,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,Inadequate,z,z,4,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,30-hour entitlement,No match,z,z,110,8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Total,z,z,895,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Matched Ofsted judgement,z,z,727,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Outstanding,z,z,210,29
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Good,z,z,486,67
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Requires Improvement,z,z,31,4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,30-hour entitlement,No match,z,z,168,19
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Total,z,z,3361,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Matched Ofsted judgement,z,z,2975,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Outstanding,z,z,1035,35
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Good,z,z,1846,62
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Requires Improvement,z,z,58,2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,Inadequate,z,z,36,1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,30-hour entitlement,No match,z,z,386,11
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Total,z,z,593,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Matched Ofsted judgement,z,z,567,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Outstanding,z,z,220,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Good,z,z,332,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Requires Improvement,z,z,15,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,30-hour entitlement,No match,z,z,26,4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Total,z,z,17,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Matched Ofsted judgement,z,z,14,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Outstanding,z,z,11,79
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Good,z,z,3,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Requires Improvement,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,30-hour entitlement,No match,z,z,3,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Total,z,z,1918,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Matched Ofsted judgement,z,z,1858,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Outstanding,z,z,447,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Good,z,z,898,48
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Requires Improvement,z,z,243,13
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,Inadequate,z,z,270,15
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,30-hour entitlement,No match,z,z,60,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Total,z,z,432,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Matched Ofsted judgement,z,z,365,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Outstanding,z,z,174,48
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Good,z,z,179,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Requires Improvement,z,z,12,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,30-hour entitlement,No match,z,z,67,16
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Total,z,z,1227,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Matched Ofsted judgement,z,z,1190,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Outstanding,z,z,403,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Good,z,z,743,62
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Requires Improvement,z,z,37,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Inadequate,z,z,7,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,No match,z,z,37,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Total,z,z,858,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Matched Ofsted judgement,z,z,795,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Outstanding,z,z,296,37
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Good,z,z,496,62
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Requires Improvement,z,z,3,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,No match,z,z,63,7
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Total,z,z,303,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Matched Ofsted judgement,z,z,289,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Outstanding,z,z,177,61
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Good,z,z,109,38
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Requires Improvement,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Inadequate,z,z,3,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,No match,z,z,14,5
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Total,z,z,1638,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Matched Ofsted judgement,z,z,1582,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Outstanding,z,z,617,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Good,z,z,905,57
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Requires Improvement,z,z,34,2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Inadequate,z,z,26,2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,No match,z,z,56,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Total,z,z,1677,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Matched Ofsted judgement,z,z,1594,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Outstanding,z,z,448,28
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Good,z,z,1111,70
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Requires Improvement,z,z,29,2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Inadequate,z,z,6,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,No match,z,z,83,5
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Total,z,z,1129,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Matched Ofsted judgement,z,z,1088,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Outstanding,z,z,257,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Good,z,z,817,75
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Requires Improvement,z,z,1,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Inadequate,z,z,13,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,No match,z,z,41,4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Total,z,z,1111,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Matched Ofsted judgement,z,z,1068,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Outstanding,z,z,238,22
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Good,z,z,757,71
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Requires Improvement,z,z,61,6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Inadequate,z,z,12,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,No match,z,z,43,4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Total,z,z,919,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Matched Ofsted judgement,z,z,883,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Outstanding,z,z,303,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Good,z,z,554,63
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Requires Improvement,z,z,9,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Inadequate,z,z,17,2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,No match,z,z,36,4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Total,z,z,1079,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Matched Ofsted judgement,z,z,956,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Outstanding,z,z,351,37
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Good,z,z,568,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Requires Improvement,z,z,24,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Inadequate,z,z,13,1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,No match,z,z,123,11
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Total,z,z,342,z
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Matched Ofsted judgement,z,z,327,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Outstanding,z,z,145,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Good,z,z,173,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Requires Improvement,z,z,9,3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Inadequate,z,z,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,No match,z,z,15,4
