time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,number_of_pupils,elg_number,elg_percent,gld_number,gld_percent,point_score,average_point_score,gld_gap
201415,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,30096,20021,67,20598,68,1056581,35.1,-5.8
201415,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,31908,16195,51,17056,53,1036083,32.5,-5.2
201415,Academic year,National,E92000001,England,First language,English,Total,451626,300910,67,309283,68,15731271,34.8,8.7
201415,Academic year,National,E92000001,England,First language,English,Girls,220414,165988,75,168913,77,7966966,36.1,9.3
201415,Academic year,National,E92000001,England,First language,English,Boys,231212,134922,58,140370,61,7764305,33.6,8.1
201415,Academic year,National,E92000001,England,First language,Other than English,Total,114038,64390,56,68145,60,3710913,32.5,.
201415,Academic year,National,E92000001,England,First language,Other than English,Girls,55646,35863,64,37452,67,1883650,33.9,.
201415,Academic year,National,E92000001,England,First language,Other than English,Boys,58392,28527,49,30693,53,1827263,31.3,.
201415,Academic year,National,E92000001,England,First language,unclassified,Total,89184,54555,61,56453,63,3044625,34.1,.
201415,Academic year,National,E92000001,England,First language,unclassified,Girls,43151,30004,70,30736,71,1531322,35.5,.
201415,Academic year,National,E92000001,England,First language,unclassified,Boys,46033,24551,53,25717,56,1513303,32.9,.
201415,Academic year,National,E92000001,England,FSM,FSM,Total,97156,47217,49,49747,51,3043507,31.3,17.7
201415,Academic year,National,E92000001,England,FSM,FSM,Girls,47086,27353,58,28406,60,1542815,32.8,16.4
201415,Academic year,National,E92000001,England,FSM,FSM,Boys,50070,19864,40,21341,43,1500692,30,18.8
201415,Academic year,National,E92000001,England,FSM,All other pupils,Total,557692,372638,67,384134,69,19443302,34.9,.
201415,Academic year,National,E92000001,England,FSM,All other pupils,Girls,272125,204502,75,208695,77,9839123,36.2,.
201415,Academic year,National,E92000001,England,FSM,All other pupils,Boys,285567,168136,59,175439,61,9604179,33.6,.
201415,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,219460,163335,74,167865,76,8007836,36.5,21
201415,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,106760,87583,82,89136,83,4032970,37.8,19.2
201415,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,112700,75752,67,78729,70,3974866,35.3,22.8
201415,Academic year,National,E92000001,England,Month of birth,Spring born,Total,211247,137171,65,141724,67,7252959,34.3,.
201415,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,103121,76002,74,77659,75,3678002,35.7,.
201415,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,108126,61169,57,64065,59,3574957,33.1,.
201415,Academic year,National,E92000001,England,Month of birth,Summer born,Total,224141,119349,53,124292,55,7226014,32.2,.
201415,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,109330,68270,62,70306,64,3670966,33.6,.
201415,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,114811,51079,44,53986,47,3555048,31,.
201415,Academic year,National,E92000001,England,SEN,No identified SEN,Total,581027,402291,69,415267,71,20508035,35.3,50.4
201415,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,295040,224205,76,229155,78,10695464,36.3,51
201415,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,285987,178086,62,186112,65,9812571,34.3,46.4
201415,Academic year,National,E92000001,England,SEN,All SEN,Total,60453,11801,20,12712,21,1553300,25.7,.
201415,Academic year,National,E92000001,England,SEN,All SEN,Girls,17727,4487,25,4731,27,473608,26.7,.
201415,Academic year,National,E92000001,England,SEN,All SEN,Boys,42726,7314,17,7981,19,1079692,25.3,.
201415,Academic year,National,E92000001,England,SEN,SEN support,Total,51495,11462,22,12348,24,1376380,26.7,.
201415,Academic year,National,E92000001,England,SEN,SEN support,Girls,15247,4368,29,4607,30,424219,27.8,.
201415,Academic year,National,E92000001,England,SEN,SEN support,Boys,36248,7094,20,7741,21,952161,26.3,.
201415,Academic year,National,E92000001,England,SEN,SEN statement,Total,8958,339,4,364,4,176920,19.7,.
201415,Academic year,National,E92000001,England,SEN,SEN statement,Girls,2480,119,5,124,5,49389,19.9,.
201415,Academic year,National,E92000001,England,SEN,SEN statement,Boys,6478,220,3,240,4,127531,19.7,.
201415,Academic year,National,E92000001,England,SEN,unclassified,Total,13368,5763,43,5902,44,425474,31.8,.
201415,Academic year,National,E92000001,England,SEN,unclassified,Girls,6444,3163,49,3215,50,212866,33,.
201415,Academic year,National,E92000001,England,SEN,unclassified,Boys,6924,2600,38,2687,39,212608,30.7,.
201415,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Total,1159,164,14,174,15,28511,24.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Girls,367,53,14,56,15,9103,24.8,.
201415,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Boys,792,111,14,118,15,19408,24.5,.
201415,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Total,4452,440,10,496,11,105342,23.7,.
201415,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Girls,1515,175,12,194,13,36541,24.1,.
201415,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Boys,2937,265,9,302,10,68801,23.4,.
201415,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Total,1733,12,1,12,1,30768,17.8,.
201415,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Girls,524,6,1,6,1,9382,17.9,.
201415,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Boys,1209,6,0,6,0,21386,17.7,.
201415,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Total,884,6,1,6,1,15578,17.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Girls,366,4,1,4,1,6451,17.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Boys,518,2,0,2,0,9127,17.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Total,6108,1156,19,1250,20,164771,27,.
201415,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Girls,1350,374,28,394,29,38049,28.2,.
201415,Academic year,National,E92000001,England,SEN primary need,Social; emotional and mental health,Boys,4758,782,16,856,18,126722,26.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Total,26955,6143,23,6607,25,715272,26.5,.
201415,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Girls,7925,2305,29,2428,31,219553,27.7,.
201415,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Boys,19030,3838,20,4179,22,495719,26,.
201415,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Total,976,257,26,272,28,26830,27.5,.
201415,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Girls,401,138,34,141,35,11530,28.8,.
201415,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Boys,575,119,21,131,23,15300,26.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Total,557,190,34,198,36,15970,28.7,.
201415,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Girls,237,93,39,97,41,6963,29.4,.
201415,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Boys,320,97,30,101,32,9007,28.1,.
201415,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Total,153,32,21,37,24,3990,26.1,.
201415,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Girls,46,14,30,15,33,1253,27.2,.
201415,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Boys,107,18,17,22,21,2737,25.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Physical disability,Total,2054,458,22,486,24,54694,26.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Physical disability,Girls,900,231,26,242,27,24281,27,.
201415,Academic year,National,E92000001,England,SEN primary need,Physical disability,Boys,1154,227,20,244,21,30413,26.4,.
201415,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Total,5170,336,6,377,7,110611,21.4,.
201415,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Girls,803,65,8,71,9,17266,21.5,.
201415,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Boys,4367,271,6,306,7,93345,21.4,.
201415,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Total,1927,493,26,529,27,51297,26.6,.
201415,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Girls,679,218,32,223,33,18672,27.5,.
201415,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Boys,1248,275,22,306,25,32625,26.1,.
201415,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Total,1569,307,20,336,21,41606,26.5,.
201415,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Girls,464,112,24,121,26,12685,27.3,.
201415,Academic year,National,E92000001,England,SEN primary need,No specialist assessment,Boys,1105,195,18,215,19,28921,26.2,.
201314,Academic year,National,E92000001,England, , ,Total,641331,371970,58,387086,60,21671658,33.8,.
201314,Academic year,National,E92000001,England, , ,Girls,312970,209224,67,215081,69,10981291,35.1,.
201314,Academic year,National,E92000001,England, , ,Boys,328361,162746,50,172005,52,10690367,32.6,.
201314,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,450325,267972,60,277191,62,15366453,34.1,1.2
201314,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,219470,150329,68,153771,70,7769727,35.4,1.3
201314,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,230855,117643,51,123420,53,7596726,32.9,1.1
201314,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,34717,20887,60,21656,62,1185813,34.2,2
201314,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,17143,11878,69,12150,71,608462,35.5,2.2
201314,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,17574,9009,51,9506,54,577351,32.9,1.7
201314,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,60550,32126,53,34635,57,1963451,32.4,-3.2
201314,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,29704,18158,61,19220,65,1001431,33.7,-4
201314,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,30846,13968,45,15415,50,962020,31.2,-2.4
201314,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,31792,17914,56,18846,59,1049373,33,-1.1
201314,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,15561,10188,65,10547,68,535090,34.4,-0.9
201314,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,16231,7726,48,8299,51,514283,31.7,-1.3
201314,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,2774,1518,55,1617,58,91786,33.1,-2.1
201314,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,1329,841,63,883,66,45822,34.5,-2.3
201314,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,1445,677,47,734,51,45964,31.8,-1.6
201314,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,10058,4868,48,5173,51,318140,31.6,-8.9
201314,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,4841,2748,57,2889,60,159835,33,-9
201314,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,5217,2120,41,2284,44,158305,30.3,-8.6
201314,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,51115,26685,52,27968,55,1696642,33.2,-5.6
201314,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,24922,15082,61,15621,63,860924,34.5,-6
201314,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,26193,11603,44,12347,47,835718,31.9,-5.2
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,408824,248584,61,256891,63,14050202,34.4,2.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,199323,139400,70,142474,71,7105994,35.7,2.8
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,209501,109184,52,114417,55,6944208,33.1,2.2
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,1633,1021,63,1033,63,57296,35.1,2.9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,795,560,70,563,71,29039,36.5,2.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,838,461,55,470,56,28257,33.7,3.7
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,564,158,28,174,31,16259,28.8,-29.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,254,82,32,86,34,7506,29.6,-34.9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,310,76,25,88,28,8753,28.2,-24
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,1695,303,18,324,19,45362,26.8,-41.2
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,832,193,23,204,25,23298,28,-44.2
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,863,110,13,120,14,22064,25.6,-38.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,37609,17906,48,18769,50,1197334,31.8,-10.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,18266,10094,55,10444,57,603890,33.1,-11.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,19343,7812,40,8325,43,593444,30.7,-9.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,8831,4985,56,5163,58,296521,33.6,-1.9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,4406,2887,66,2957,67,153426,34.8,-1.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,4425,2098,47,2206,50,143095,32.3,-2.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,5127,3048,59,3163,62,174083,34,1.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,2537,1716,68,1764,70,89031,35.1,0.8
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,2590,1332,51,1399,54,85052,32.8,1.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,8234,5262,64,5456,66,286998,34.9,5.9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,3974,2935,74,2994,75,144386,36.3,6.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,4260,2327,55,2462,58,142612,33.5,5.4
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,12525,7592,61,7874,63,428211,34.2,2.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,6226,4340,70,4435,71,221619,35.6,2.5
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,6299,3252,52,3439,55,206592,32.8,2.2
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,16838,10639,63,11225,67,579430,34.4,6.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,8261,5872,71,6098,74,294683,35.7,5.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,8577,4767,56,5127,60,284747,33.2,7.4
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,24022,10952,46,12104,50,744635,31,-10
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,11689,6287,54,6796,58,377191,32.3,-10.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,12333,4665,38,5308,43,367444,29.8,-9.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,9137,4661,51,5045,55,292249,32,-5.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,4582,2666,58,2845,62,152120,33.2,-6.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,4555,1995,44,2200,48,140129,30.8,-4.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,10553,5874,56,6261,59,347137,32.9,-1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,5172,3333,64,3481,67,177437,34.3,-1.4
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,5381,2541,47,2780,52,169700,31.5,-0.7
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,5934,3325,56,3444,58,197581,33.3,-2.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,2934,1919,65,1954,67,101513,34.6,-2.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,3000,1406,47,1490,50,96068,32,-2.7
201314,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,21547,12238,57,12935,60,710619,33,-0.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,10564,6953,66,7230,68,363142,34.4,-0.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,10983,5285,48,5705,52,347477,31.6,-0.4
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,4311,2351,55,2467,57,141173,32.7,-3.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,2063,1316,64,1363,66,70435,34.1,-2.7
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,2248,1035,46,1104,49,70738,31.5,-3.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,2774,1518,55,1617,58,91786,33.1,-2.1
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,1329,841,63,883,66,45822,34.5,-2.3
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,1445,677,47,734,51,45964,31.8,-1.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,10058,4868,48,5173,51,318140,31.6,-8.9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,4841,2748,57,2889,60,159835,33,-9
201314,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,5217,2120,41,2284,44,158305,30.3,-8.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,51115,26685,52,27968,55,1696642,33.2,-5.6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,24922,15082,61,15621,63,860924,34.5,-6
201314,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,26193,11603,44,12347,47,835718,31.9,-5.2
201314,Academic year,National,E92000001,England,First language,English,Total,459790,279025,61,288674,63,15781242,34.3,10.2
201314,Academic year,National,E92000001,England,First language,English,Girls,224361,156473,70,160045,71,7989671,35.6,11.1
201314,Academic year,National,E92000001,England,First language,English,Boys,235429,122552,52,128629,55,7791571,33.1,9.4
201314,Academic year,National,E92000001,England,First language,Other than English,Total,113410,55840,49,59623,53,3607218,31.8,.
201314,Academic year,National,E92000001,England,First language,Other than English,Girls,55425,31779,57,33380,60,1834901,33.1,.
201314,Academic year,National,E92000001,England,First language,Other than English,Boys,57985,24061,41,26243,45,1772317,30.6,.
201314,Academic year,National,E92000001,England,First language,unclassified,Total,68131,37105,54,38789,57,2283198,33.5,.
201314,Academic year,National,E92000001,England,First language,unclassified,Girls,33184,20972,63,21656,65,1156719,34.9,.
201314,Academic year,National,E92000001,England,First language,unclassified,Boys,34947,16133,46,17133,49,1126479,32.2,.
201314,Academic year,National,E92000001,England,FSM,FSM,Total,112697,47381,42,50452,45,3474209,30.8,18.9
201314,Academic year,National,E92000001,England,FSM,FSM,Girls,55217,28133,51,29520,53,1778711,32.2,18.5
201314,Academic year,National,E92000001,England,FSM,FSM,Boys,57480,19248,33,20932,36,1695498,29.5,19.4
201314,Academic year,National,E92000001,England,FSM,All other pupils,Total,528634,324589,61,336634,64,18197449,34.4,.
201314,Academic year,National,E92000001,England,FSM,All other pupils,Girls,257753,181091,70,185561,72,9202580,35.7,.
201314,Academic year,National,E92000001,England,FSM,All other pupils,Boys,270881,143498,53,151073,56,8994869,33.2,.
201314,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,213883,147457,69,152634,71,7684844,35.9,22.4
201314,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,104117,80253,77,82047,79,3873498,37.2,20.7
201314,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,109766,67204,61,70587,64,3811346,34.7,24.1
201314,Academic year,National,E92000001,England,Month of birth,Spring born,Total,206204,121088,59,126112,61,6969410,33.8,.
201314,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,100712,68270,68,70210,70,3534119,35.1,.
201314,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,105492,52818,50,55902,53,3435291,32.6,.
201314,Academic year,National,E92000001,England,Month of birth,Summer born,Total,221244,103425,47,108340,49,7017404,31.7,.
201314,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,108141,60701,56,62824,58,3573674,33,.
201314,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,113103,42724,38,45516,40,3443730,30.4,.
201314,Academic year,National,E92000001,England,SEN,No identified SEN,Total,563356,355513,63,369521,66,19586689,34.8,47.1
201314,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,286577,201736,70,207223,72,10238423,35.7,48.6
201314,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,276779,153777,56,162298,59,9348266,33.8,42.4
201314,Academic year,National,E92000001,England,SEN,All SEN,Total,64495,11046,17,11949,19,1661314,25.8,.
201314,Academic year,National,E92000001,England,SEN,All SEN,Girls,19908,4459,22,4726,24,531278,26.7,.
201314,Academic year,National,E92000001,England,SEN,All SEN,Boys,44587,6587,15,7223,16,1130036,25.3,.
201314,Academic year,National,E92000001,England,SEN,SEN without a statement,Total,56155,10799,19,11679,21,1497161,26.7,.
201314,Academic year,National,E92000001,England,SEN,SEN without a statement,Girls,17532,4357,25,4621,26,484122,27.6,.
201314,Academic year,National,E92000001,England,SEN,SEN without a statement,Boys,38623,6442,17,7058,18,1013039,26.2,.
201314,Academic year,National,E92000001,England,SEN,unclassified,Total,21820,5658,26,5886,27,587808,26.9,.
201314,Academic year,National,E92000001,England,SEN,unclassified,Girls,8861,3131,35,3237,37,258746,29.2,.
201314,Academic year,National,E92000001,England,SEN,unclassified,Boys,12959,2527,19,2649,20,329062,25.4,.
201314,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Total,781,73,9,86,11,18085,23.2,.
201314,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Girls,232,31,13,31,13,5561,24,.
201314,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Boys,549,42,8,55,10,12524,22.8,.
201314,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Total,2196,127,6,137,6,47663,21.7,.
201314,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Girls,641,41,6,43,7,13853,21.6,.
201314,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Boys,1555,86,6,94,6,33810,21.7,.
201314,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Total,1584,9,1,11,1,28152,17.8,.
201314,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Girls,512,4,1,4,1,9119,17.8,.
201314,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Boys,1072,5,0,7,1,19033,17.8,.
201314,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Total,764,2,0,3,0,13371,17.5,.
201314,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Girls,324,1,0,1,0,5597,17.3,.
201314,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Boys,440,1,0,2,0,7774,17.7,.
201314,Academic year,National,E92000001,England,SEN primary need,"Behaviour, emotional and social difficulty",Total,4299,520,12,568,13,109577,25.5,.
201314,Academic year,National,E92000001,England,SEN primary need,"Behaviour, emotional and social difficulty",Girls,877,164,19,174,20,23080,26.3,.
201314,Academic year,National,E92000001,England,SEN primary need,"Behaviour, emotional and social difficulty",Boys,3422,356,10,394,12,86497,25.3,.
201314,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Total,18868,3468,18,3733,20,490027,26,.
201314,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Girls,5463,1291,24,1362,25,147035,26.9,.
201314,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Boys,13405,2177,16,2371,18,342992,25.6,.
201314,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Total,868,220,25,226,26,23635,27.2,.
201314,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Girls,402,115,29,119,30,11255,28,.
201314,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Boys,466,105,23,107,23,12380,26.6,.
201314,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Total,494,135,27,151,31,13955,28.2,.
201314,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Girls,207,58,28,67,32,5880,28.4,.
201314,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Boys,287,77,27,84,29,8075,28.1,.
201314,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Total,92,15,16,15,16,2245,24.4,.
201314,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Girls,40,9,23,9,23,969,24.2,.
201314,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Boys,52,6,12,6,12,1276,24.5,.
201314,Academic year,National,E92000001,England,SEN primary need,Physical disability,Total,1828,337,18,358,20,47736,26.1,.
201314,Academic year,National,E92000001,England,SEN primary need,Physical disability,Girls,796,184,23,194,24,21500,27,.
201314,Academic year,National,E92000001,England,SEN primary need,Physical disability,Boys,1032,153,15,164,16,26236,25.4,.
201314,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Total,4317,219,5,255,6,90716,21,.
201314,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Girls,681,47,7,50,7,14434,21.2,.
201314,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Boys,3636,172,5,205,6,76282,21,.
201314,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Total,1394,287,21,307,22,36061,25.9,.
201314,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Girls,578,143,25,155,27,15261,26.4,.
201314,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Boys,816,144,18,152,19,20800,25.5,.
201213,Academic year,National,E92000001,England, , ,Total,643302,314649,49,332438,52,21122110,32.8,.
201213,Academic year,National,E92000001,England, , ,Girls,314098,181048,58,188011,60,10714574,34.1,.
201213,Academic year,National,E92000001,England, , ,Boys,329204,133601,41,144427,44,10407536,31.6,.
201213,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,450431,227683,51,239009,53,14941821,33.2,1.4
201213,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,219491,130738,60,135057,62,7559340,34.4,1.7
201213,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,230940,96945,42,103952,45,7382481,32,1.1
201213,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,33808,17015,50,17959,53,1120642,33.1,1.4
201213,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,16692,9940,60,10288,62,575586,34.5,1.8
201213,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,17116,7075,41,7671,45,545056,31.8,0.9
201213,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,60556,26082,43,28621,47,1896462,31.3,-4.4
