time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Making relationships,6329,1698,3848,783,27,61,12
201718,Academic year,National,E92000001,England, , ,Total,Reading,652349,149815,381032,121502,23,58,19
201718,Academic year,National,E92000001,England, , ,Girls,Reading,318270,56001,196175,66094,18,62,21
201718,Academic year,National,E92000001,England, , ,Boys,Reading,334079,93814,184857,55408,28,55,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Reading,473998,104962,280618,88418,22,59,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Reading,230864,38971,143737,48156,17,62,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Reading,243134,65991,136881,40262,27,56,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Reading,41621,8943,24319,8359,21,58,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Reading,20224,3240,12466,4518,16,62,22
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Reading,21397,5703,11853,3841,27,55,18
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Reading,69154,16971,39561,12622,25,57,18
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Reading,33995,6339,20769,6887,19,61,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Reading,35159,10632,18792,5735,30,53,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Reading,32342,7941,18338,6063,25,57,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Reading,15955,2947,9709,3299,18,61,21
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Reading,16387,4994,8629,2764,30,53,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Reading,3278,537,1756,985,16,54,30
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Reading,1595,187,889,519,12,56,33
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Reading,1683,350,867,466,21,52,28
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Reading,12037,3740,6700,1597,31,56,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Reading,5844,1439,3543,862,25,61,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Reading,6193,2301,3157,735,37,51,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Reading,19919,6721,9740,3458,34,49,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Reading,9793,2878,5062,1853,29,52,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Reading,10126,3843,4678,1605,38,46,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Reading,424179,90084,252415,81680,21,60,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Reading,206718,33129,128948,44641,16,62,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Reading,217461,56955,123467,37039,26,57,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Reading,1598,314,946,338,20,59,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Reading,791,130,477,184,16,60,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Reading,807,184,469,154,23,58,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Reading,591,376,184,31,64,31,5
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Reading,279,159,103,17,57,37,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Reading,312,217,81,14,70,26,4
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Reading,2024,1267,711,46,63,35,2
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Reading,957,537,390,30,56,41,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Reading,1067,730,321,16,68,30,1
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Reading,45606,12921,26362,6323,28,58,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Reading,22119,5016,13819,3284,23,62,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Reading,23487,7905,12543,3039,34,53,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Reading,9973,2469,6057,1447,25,61,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Reading,4840,900,3147,793,19,65,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Reading,5133,1569,2910,654,31,57,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Reading,5683,1242,3403,1038,22,60,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Reading,2751,445,1742,564,16,63,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Reading,2932,797,1661,474,27,57,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Reading,10288,1953,5848,2487,19,57,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Reading,5000,675,2964,1361,14,59,27
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Reading,5288,1278,2884,1126,24,55,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Reading,15677,3279,9011,3387,21,57,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Reading,7633,1220,4613,1800,16,60,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Reading,8044,2059,4398,1587,26,55,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Reading,20190,3309,11771,5110,16,58,25
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Reading,9954,1155,6036,2763,12,61,28
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Reading,10236,2154,5735,2347,21,56,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Reading,27076,8080,15474,3522,30,57,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Reading,13263,3083,8220,1960,23,62,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Reading,13813,4997,7254,1562,36,53,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Reading,10271,2779,5808,1684,27,57,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Reading,5091,1048,3116,927,21,61,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Reading,5180,1731,2692,757,33,52,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Reading,11617,2803,6508,2306,24,56,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Reading,5687,1053,3397,1237,19,60,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Reading,5930,1750,3111,1069,30,52,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Reading,5659,1467,3296,896,26,58,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Reading,2798,560,1734,504,20,62,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Reading,2861,907,1562,392,32,55,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Reading,22099,5274,12459,4366,24,56,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Reading,10941,1932,6633,2376,18,61,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Reading,11158,3342,5826,1990,30,52,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Reading,4584,1200,2583,801,26,56,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Reading,2216,455,1342,419,21,61,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Reading,2368,745,1241,382,31,52,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Reading,3278,537,1756,985,16,54,30
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Reading,1595,187,889,519,12,56,33
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Reading,1683,350,867,466,21,52,28
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Reading,12037,3740,6700,1597,31,56,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Reading,5844,1439,3543,862,25,61,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Reading,6193,2301,3157,735,37,51,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Reading,19919,6721,9740,3458,34,49,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Reading,9793,2878,5062,1853,29,52,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Reading,10126,3843,4678,1605,38,46,16
201718,Academic year,National,E92000001,England,English as another language,English,Total,Reading,511092,108490,302757,99845,21,59,20
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Reading,249276,39805,155001,54470,16,62,22
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Reading,261816,68685,147756,45375,26,56,17
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Reading,128130,36309,72434,19387,28,57,15
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Reading,62572,13981,38195,10396,22,61,17
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Reading,65558,22328,34239,8991,34,52,14
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Reading,13127,5016,5841,2270,38,44,17
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Reading,6422,2215,2979,1228,34,46,19
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Reading,6705,2801,2862,1042,42,43,16
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Reading,87190,33008,46575,7607,38,53,9
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Reading,42403,12966,25276,4161,31,60,10
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Reading,44787,20042,21299,3446,45,48,8
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Reading,565159,116807,334457,113895,21,59,20
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Reading,275867,43035,170899,61933,16,62,22
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Reading,289292,73772,163558,51962,26,57,18
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Reading,226558,34938,131126,60494,15,58,27
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Reading,110251,12079,65466,32706,11,59,30
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Reading,116307,22859,65660,27788,20,56,24
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Reading,207144,46292,124231,36621,22,60,18
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Reading,100978,16953,63923,20102,17,63,20
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Reading,106166,29339,60308,16519,28,57,16
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Reading,218647,68585,125675,24387,31,57,11
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Reading,107041,26969,66786,13286,25,62,12
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Reading,111606,41616,58889,11101,37,53,10
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Reading,60662,39536,18016,3110,65,30,5
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Reading,17911,11120,5938,853,62,33,5
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Reading,42751,28416,12078,2257,66,28,5
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Reading,579279,105193,357778,116308,18,62,20
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Reading,294280,42613,187568,64099,14,64,22
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Reading,284999,62580,170210,52209,22,60,18
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Reading,50957,31047,17034,2876,61,33,6
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Reading,15239,8779,5663,797,58,37,5
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Reading,35718,22268,11371,2079,62,32,6
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Reading,9705,8489,982,234,87,10,2
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Reading,2672,2341,275,56,88,10,2
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Reading,7033,6148,707,178,87,10,3
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Reading,12408,5086,5238,2084,41,42,17
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Reading,6079,2268,2669,1142,37,44,19
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Reading,6329,2818,2569,942,45,41,15
201718,Academic year,National,E92000001,England, , ,Total,Writing,652349,171855,408179,72315,26,63,11
201718,Academic year,National,E92000001,England, , ,Girls,Writing,318270,63091,210709,44470,20,66,14
201718,Academic year,National,E92000001,England, , ,Boys,Writing,334079,108764,197470,27845,33,59,8
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Writing,473998,121636,300741,51621,26,63,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Writing,230864,44278,154515,32071,19,67,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Writing,243134,77358,146226,19550,32,60,8
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Writing,41621,10293,26234,5094,25,63,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Writing,20224,3649,13496,3079,18,67,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Writing,21397,6644,12738,2015,31,60,9
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Writing,69154,18727,42130,8297,27,61,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Writing,33995,6974,22036,4985,21,65,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Writing,35159,11753,20094,3312,33,57,9
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Writing,32342,8911,19748,3683,28,61,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Writing,15955,3267,10474,2214,20,66,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Writing,16387,5644,9274,1469,34,57,9
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Writing,3278,584,2031,663,18,62,20
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Writing,1595,200,1011,384,13,63,24
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Writing,1683,384,1020,279,23,61,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Writing,12037,4052,6944,1041,34,58,9
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Writing,5844,1541,3688,615,26,63,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Writing,6193,2511,3256,426,41,53,7
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Writing,19919,7652,10351,1916,38,52,10
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Writing,9793,3182,5489,1122,32,56,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Writing,10126,4470,4862,794,44,48,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Writing,424179,105374,271290,47515,25,64,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Writing,206718,37933,139160,29625,18,67,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Writing,217461,67441,132130,17890,31,61,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Writing,1598,384,990,224,24,62,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Writing,791,148,508,135,19,64,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Writing,807,236,482,89,29,60,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Writing,591,396,180,15,67,30,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Writing,279,164,106,9,59,38,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Writing,312,232,74,6,74,24,2
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Writing,2024,1303,696,25,64,34,1
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Writing,957,549,390,18,57,41,2
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Writing,1067,754,306,7,71,29,1
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Writing,45606,14179,27585,3842,31,60,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Writing,22119,5484,14351,2284,25,65,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Writing,23487,8695,13234,1558,37,56,7
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Writing,9973,2848,6297,828,29,63,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Writing,4840,1008,3324,508,21,69,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Writing,5133,1840,2973,320,36,58,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Writing,5683,1407,3640,636,25,64,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Writing,2751,503,1859,389,18,68,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Writing,2932,904,1781,247,31,61,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Writing,10288,2271,6471,1546,22,63,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Writing,5000,768,3277,955,15,66,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Writing,5288,1503,3194,591,28,60,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Writing,15677,3767,9826,2084,24,63,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Writing,7633,1370,5036,1227,18,66,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Writing,8044,2397,4790,857,30,60,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Writing,20190,3790,12992,3408,19,64,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Writing,9954,1316,6633,2005,13,67,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Writing,10236,2474,6359,1403,24,62,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Writing,27076,8860,15965,2251,33,59,8
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Writing,13263,3380,8465,1418,25,64,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Writing,13813,5480,7500,833,40,54,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Writing,10271,2983,6113,1175,29,60,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Writing,5091,1123,3262,706,22,64,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Writing,5180,1860,2851,469,36,55,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Writing,11617,3094,7060,1463,27,61,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Writing,5687,1155,3676,856,20,65,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Writing,5930,1939,3384,607,33,57,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Writing,5659,1662,3482,515,29,62,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Writing,2798,619,1856,323,22,66,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Writing,2861,1043,1626,192,36,57,7
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Writing,22099,5903,13521,2675,27,61,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Writing,10941,2139,7201,1601,20,66,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Writing,11158,3764,6320,1074,34,57,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Writing,4584,1346,2745,493,29,60,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Writing,2216,509,1417,290,23,64,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Writing,2368,837,1328,203,35,56,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Writing,3278,584,2031,663,18,62,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Writing,1595,200,1011,384,13,63,24
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Writing,1683,384,1020,279,23,61,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Writing,12037,4052,6944,1041,34,58,9
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Writing,5844,1541,3688,615,26,63,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Writing,6193,2511,3256,426,41,53,7
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Writing,19919,7652,10351,1916,38,52,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Writing,9793,3182,5489,1122,32,56,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Writing,10126,4470,4862,794,44,48,8
201718,Academic year,National,E92000001,England,English as another language,English,Total,Writing,511092,126477,325909,58706,25,64,11
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Writing,249276,45434,167475,36367,18,67,15
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Writing,261816,81043,158434,22339,31,61,9
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Writing,128130,39688,76104,12338,31,59,10
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Writing,62572,15224,40003,7345,24,64,12
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Writing,65558,24464,36101,4993,37,55,8
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Writing,13127,5690,6166,1271,43,47,10
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Writing,6422,2433,3231,758,38,50,12
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Writing,6705,3257,2935,513,49,44,8
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Writing,87190,36131,46864,4195,41,54,5
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Writing,42403,14098,25694,2611,33,61,6
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Writing,44787,22033,21170,1584,49,47,4
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Writing,565159,135724,361315,68120,24,64,12
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Writing,275867,48993,185015,41859,18,67,15
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Writing,289292,86731,176300,26261,30,61,9
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Writing,226558,39877,147235,39446,18,65,17
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Writing,110251,13490,72853,23908,12,66,22
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Writing,116307,26387,74382,15538,23,64,13
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Writing,207144,53133,132956,21055,26,64,10
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Writing,100978,19097,68750,13131,19,68,13
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Writing,106166,34036,64206,7924,32,60,7
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Writing,218647,78845,127988,11814,36,59,5
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Writing,107041,30504,69106,7431,28,65,7
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Writing,111606,48341,58882,4383,43,53,4
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Writing,60662,42772,16587,1303,71,27,2
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Writing,17911,11824,5634,453,66,31,3
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Writing,42751,30948,10953,850,72,26,2
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Writing,579279,123342,386070,69867,21,67,12
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Writing,294280,48788,202164,43328,17,69,15
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Writing,284999,74554,183906,26539,26,65,9
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Writing,50957,33941,15803,1213,67,31,2
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Writing,15239,9416,5391,432,62,35,3
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Writing,35718,24525,10412,781,69,29,2
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Writing,9705,8831,784,90,91,8,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Writing,2672,2408,243,21,90,9,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Writing,7033,6423,541,69,91,8,1
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Writing,12408,5741,5522,1145,46,45,9
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Writing,6079,2479,2911,689,41,48,11
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Writing,6329,3262,2611,456,52,41,7
201718,Academic year,National,E92000001,England, , ,Total,Numbers,652349,133040,414071,105238,20,63,16
201718,Academic year,National,E92000001,England, , ,Girls,Numbers,318270,53229,217666,47375,17,68,15
201718,Academic year,National,E92000001,England, , ,Boys,Numbers,334079,79811,196405,57863,24,59,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Numbers,473998,92760,303656,77582,20,64,16
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Numbers,230864,37353,159199,34312,16,69,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Numbers,243134,55407,144457,43270,23,59,18
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Numbers,41621,7877,26520,7224,19,64,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Numbers,20224,3018,13930,3276,15,69,16
